"GEOID","NAME","year","totalpopE","whiteE","whiteM","blackE","blackM","asianE","asianM","indigE","indigM","othraceE","othraceM","multiE","multiM","ltnxE","ltnxM","totalpopM","hhincE","hhincM","earnE","earnM","vachseE","vachseM","allhseE","allhseM","renter30E","renter30M","homeownE","homeownM","vacrateE","vacrateM","hsmoreE","hsmoreM","bamoreE","bamoreM","gradmoreE","gradmoreM","unempE","unempM","hlthinsE","hlthinsM","pubinsE","pubinsM","age17E","age17M","age24E","age24M","age64E","age64M","age65E","age65M","perc_cUnder20minE","perc_cUnder20minM","perc_c20to34minE","perc_c20to34minM","perc_c35to59minE","perc_c35to59minM","perc_cOver60minE","perc_cOver60minM","state","locality","tract","blockgroup"
"510790301024","Block Group 4, Census Tract 301.02, Greene County, Virginia","2019",1162,90.45,5.85,0,1.03,0,1.03,0,1.03,0,1.03,1.2,2.02,8.35,14.96,401,47199,26085,22202,9907,112,88,497,127,0,36.4,82.9,17.9,22.5,16.7,84.99,36.21,27,11.43,16.8,10.85,14.1,11.44,86.32,7.68,24.01,9.36,28.74,6.33,8.78,5.37,43.8,20.76,17.3,6.77,43.64,421.36,30.51,294.44,22.46,217.04,3.39,33.15,"51","079","030102","4"
"510790301023","Block Group 3, Census Tract 301.02, Greene County, Virginia","2019",1581,82.1,8.94,8.1,6.39,5.19,4.44,0,0.76,0,0.76,2.34,3.7,2.28,4.98,307,48176,13859,32714,11616,70,77,692,122,43.3,14.6,84.4,10.6,10.1,11,88.4,12.2,23.02,10.48,10.99,7.71,4.01,5.94,86.53,8.99,15.43,8.51,17.77,6.83,9.68,5.99,52.62,7.4,16.51,6.55,13.38,94.25,38.15,267.6,34.15,239.66,14.31,101.11,"51","079","030102","3"
"510790301012","Block Group 2, Census Tract 301.01, Greene County, Virginia","2019",2188,71.57,22.58,11.01,4.54,1.1,1.16,0,0.55,0,0.55,7.36,5.8,8.96,11.76,490,47188,14041,31056,6754,78,59,901,129,37.2,10.1,67.7,4.8,8.7,6.4,82.98,20.81,23.14,4.99,10.64,2.69,4.63,3.07,71.62,12.15,12.48,4.79,28.56,6.41,2.7,2.02,44.01,13.34,22.53,2.28,31.17,173.66,30.68,171.09,27.02,150.49,11.12,62.22,"51","079","030101","2"
"510790301011","Block Group 1, Census Tract 301.01, Greene County, Virginia","2019",1701,91.24,22.44,7.7,9.77,0,0.71,0,0.71,0,0.71,0.35,0.53,0.71,1.35,317,56724,17292,40146,13251,304,113,1012,126,42.4,26.8,81.4,9.3,30,10.5,76.76,8.84,21.23,6.23,7.51,5.09,7.42,6.15,85.42,6.56,23.75,7.43,21.52,6.04,5.64,2.89,52.79,2.33,17.05,5.34,23.75,158.8,16.13,107.85,53.67,358.28,6.45,43.3,"51","079","030101","1"
"515400002013","Block Group 3, Census Tract 2.01, Charlottesville city, Virginia","2019",1182,74.53,11.41,4.82,7.4,12.52,8.63,0,1.02,0,1.02,1.27,1.25,6.85,4.77,200,47857,29945,21520,8398,30,46,458,72,41.8,14.7,4.9,7.2,6.6,10,91.13,11.34,71.25,15.81,24.92,9.6,4.33,4.82,97.21,3.42,2.37,2.61,3.05,2.64,41.62,9.99,53.3,13.15,0,1.02,52,430.22,42.73,353.83,3.27,27.69,2,16.82,"51","540","000201","3"
"510030110004","Block Group 4, Census Tract 110, Albemarle County, Virginia","2019",1557,92.29,6.76,4.17,8.75,2.7,3.87,0,0.77,0,0.77,0.83,1.98,0,0.77,356,180147,84427,48641,25744,48,75,618,112,39.4,45.6,88.4,5.3,7.8,12.1,96.89,9.25,78.22,9.31,48.36,9.9,5.7,6.54,98.2,2.84,10.28,7.75,16.18,6.97,7.45,7.56,54.98,4.93,16.31,5.73,46.22,248.88,47.16,254.63,2.25,12.66,4.37,24.62,"51","003","011000","4"
"515400002012","Block Group 2, Census Tract 2.01, Charlottesville city, Virginia","2019",636,37.11,16.61,52.83,10.99,7.08,7.93,0,1.89,0,1.89,1.57,2.48,1.42,2,180,42740,21596,18095,9283,0,12,329,82,69.1,27.9,33.1,15.9,0,3.6,80.13,16.85,18.56,10.78,16.81,10.67,5.82,9.48,86.32,11.24,23.43,13.8,10.38,9.09,17.61,12.94,47.48,9.44,23.43,8.72,61.96,864.57,34.36,479.73,3.68,51.8,0,3.68,"51","540","000201","2"
"511099505002","Block Group 2, Census Tract 9505, Louisa County, Virginia","2019",2230,90.54,9.36,3.95,4.67,0,0.54,0,0.54,0,0.54,3.05,3.02,2.47,2.08,497,64070,5472,39073,8820,359,164,1371,172,27.5,29.7,89.9,5.4,26.2,11.5,84.75,7.22,20.7,8.39,8.74,5.8,2.03,3.56,96.41,3.09,16.32,6.2,12.47,5.72,6.95,4.53,54.93,17,22.65,4.16,6.71,31.87,49.02,230.7,36.74,173.29,7.53,36.06,"51","109","950500","2"
"510030101002","Block Group 2, Census Tract 101, Albemarle County, Virginia","2019",1307,83.63,12.83,12.39,13.54,0,0.92,0.15,0.3,0,0.92,2.22,2.69,1.61,2.1,344,61771,31012,42734,16370,125,105,635,141,55.4,40.8,83.7,14,19.7,15.9,87.46,12,43.19,10.9,28.4,10.12,7.38,6.88,86.38,8.8,9.56,7.41,22.57,7.02,6.04,4.77,49.81,5.4,18.97,8.67,36.44,441.29,49.73,602.09,8.78,106.59,5.05,61.94,"51","003","010100","2"
"510030105001","Block Group 1, Census Tract 105, Albemarle County, Virginia","2019",1261,87.39,10.62,4.84,8.61,1.19,1.71,0,0.95,0,0.95,0,0.95,6.58,7.28,370,89545,86318,40565,29792,0,12,500,112,67.9,39.4,68.8,7.2,0,2.4,90.2,14.48,58.27,14.3,26.34,12.36,0,1.89,94.69,6.61,20.54,12.55,20.22,8.18,4.52,4.26,48.06,8.1,27.2,7.32,52.98,423.31,37.02,296.05,0,2.98,10,81.03,"51","003","010500","1"
"510030104021","Block Group 1, Census Tract 104.02, Albemarle County, Virginia","2019",795,86.04,32.6,0,1.51,0,1.51,0,1.51,0,1.51,13.58,13.84,0.38,3.9,219,70139,37118,38974,4064,33,34,394,93,34.9,44.9,82.5,7.7,8.4,8.4,88.24,11.34,37.77,10.37,15.48,6.04,7.14,6.71,95.97,5,7.67,5.76,11.32,6.48,7.42,6.88,60.38,4.03,16.98,6.17,50.24,546.86,37.56,409.13,8.13,89.07,4.07,44.53,"51","003","010402","1"
"511099501001","Block Group 1, Census Tract 9501, Louisa County, Virginia","2019",2612,79.75,24.55,17.19,13.12,0.77,1.25,0,0.46,0,0.46,0.65,1.14,1.65,2.27,580,85397,6991,45980,6536,591,198,1561,188,32.3,25.5,87.2,6.5,37.9,11.8,90.51,2.61,28.52,10.12,11.76,6.26,0,0.88,95.37,3.34,3.75,4.1,21.55,5.69,5.82,4.04,55.78,16.79,14.36,3.79,18.73,68.64,16.81,62.06,36.65,133.58,27.81,101.22,"51","109","950100","1"
"511099503002","Block Group 2, Census Tract 9503, Louisa County, Virginia","2019",2932,82.26,7.8,8.19,5.91,0.78,1.15,0,0.41,0,0.41,6.24,5.46,2.52,3.18,502,46895,4217,35274,6545,231,140,1343,181,15.3,18.1,78.9,10.3,17.2,10.2,81.05,8.24,17.77,6.07,4.63,3.13,3.77,4.19,88.74,4.61,19.71,7.38,24.8,5.94,5.9,3.91,49.01,4.42,18.25,4.95,18.26,66.4,34.07,123.28,38.26,138.13,9.41,34.39,"51","109","950300","2"
"511099505001","Block Group 1, Census Tract 9505, Louisa County, Virginia","2019",2109,91.7,1.44,8.3,8.03,0,0.57,0,0.57,0,0.57,0,0.57,0,0.57,424,53382,35131,29150,7652,0,12,766,156,62.2,66.1,88.3,25.4,0,1.6,91.67,9.75,7.02,4.3,1.57,2.15,3.67,6.02,82.17,8.9,20.96,8.6,25.04,5.54,2.7,3.38,59.32,5.85,12.09,4.57,15.29,70.98,16.7,76.96,57.95,266.11,10.06,46.44,"51","109","950500","1"
"511099502021","Block Group 1, Census Tract 9502.02, Louisa County, Virginia","2019",3267,82.77,13.12,12,5.37,0.18,0.31,0.7,1.01,0,0.37,0.98,1.22,3.37,3.19,370,73578,3494,34357,5063,525,127,1771,115,23.7,20.1,79.7,9.3,29.6,6.9,82.49,5.78,30.84,6.27,7.49,2.86,13.94,5.14,92.56,3.44,31.83,8.01,19.07,5.11,8.57,3.73,49.71,5.42,19.99,3.75,42.9,145.84,18.59,63.32,15.91,54.2,22.6,77.05,"51","109","950202","1"
"510030108004","Block Group 4, Census Tract 108, Albemarle County, Virginia","2019",1323,66.59,6.9,9.83,9.96,0,0.91,2.19,3.34,1.89,3.26,0,0.91,19.5,22.05,380,42012,10574,22374,14330,0,12,666,152,71.8,29.9,36,8.1,0,1.8,80.97,8.11,51.53,10.57,21.26,9.04,0,1.42,72.79,18.31,14.29,9.15,11.64,7.43,6.95,5.36,61.98,12.23,18.14,7.51,38.35,244.07,52.86,338.15,6.14,39.87,2.65,17.35,"51","003","010800","4"
"510030108005","Block Group 5, Census Tract 108, Albemarle County, Virginia","2019",843,92.17,9.44,0,1.42,3.8,4.19,0,1.42,0,1.42,1.19,2,2.85,4.22,186,86302,43076,90532,41005,108,121,637,149,49.7,34.2,44,6.5,17,18.6,96.26,18.39,80.17,19.87,38.28,11.15,10.85,15.59,100,1.42,17.32,14.38,4.86,4.82,0,1.42,23.72,9.52,69.99,15.72,79.37,1910.24,0,10.99,0,8.98,20.63,496.81,"51","003","010800","5"
"510030109011","Block Group 1, Census Tract 109.01, Albemarle County, Virginia","2019",1116,76.88,6.1,0.54,0.89,13.17,7.56,0.9,1.16,0.72,1.46,3.32,2.66,4.48,3.37,127,45526,16937,26591,7853,81,46,697,63,44.5,9.2,22.2,4.4,11.6,6.5,99.32,9.18,89.85,9.77,29.42,7.37,9.05,9.18,98.3,2,6.36,3.32,3.23,2.54,18.19,5.53,53.32,10.24,23.12,4.51,78.17,2503.29,17.61,563.98,0,11.95,4.23,135.45,"51","003","010901","1"
"510030111003","Block Group 3, Census Tract 111, Albemarle County, Virginia","2019",576,97.05,5.17,0,2.08,0,2.08,0,2.08,0,2.08,0,2.08,2.95,4.71,235,29224,17567,NA,NA,43,69,341,95,44.9,40.1,67.1,13.6,12.6,19.9,95.66,44.91,26.65,13.37,9.09,8.92,0,13.79,96.01,6.38,41.84,10.08,9.72,7.47,6.25,8.03,40.45,6.89,39.76,10.13,0,26.99,85.71,5062.64,0,22.04,14.29,843.89,"51","003","011100","3"
"515400008003","Block Group 3, Census Tract 8, Charlottesville city, Virginia","2019",598,85.62,25.7,9.7,8.95,0,2.01,0,2.01,0,2.01,4.68,8.8,0,2.01,130,143295,56859,57813,35955,25,40,278,49,0,64.9,85.4,7.9,9,14.3,100,14.6,82.74,12.96,52.78,12.51,5.81,5.96,95.15,5.78,12.71,8.79,8.86,7.65,6.86,9.27,50.17,9.25,32.94,8.84,75.55,1253.98,10.95,182.11,6.57,109.37,6.93,115.31,"51","540","000800","3"
"515400002011","Block Group 1, Census Tract 2.01, Charlottesville city, Virginia","2019",969,84.31,6.27,4.23,4.02,7.33,8.63,0,1.24,0,1.24,2.89,5.12,1.24,1.94,211,120114,72243,46146,24030,0,12,377,82,40.5,25.7,65.3,15.8,0,3.2,97.57,13.39,70.88,14.06,43.93,9.22,2.64,4.85,94.84,4.47,8.26,6.97,14.04,6.23,5.16,5.5,66.56,14.04,14.24,5.46,89.08,884.89,10.04,100.13,0.87,9.22,0,2.62,"51","540","000201","1"
"515400004021","Block Group 1, Census Tract 4.02, Charlottesville city, Virginia","2019",486,84.77,18.83,0,2.47,0,2.47,2.88,4.84,0,2.47,12.35,11.58,0,2.47,169,130313,60730,81982,25352,0,12,279,93,33.9,36.7,57.7,25.4,0,4.3,92.71,14.06,51.76,17.36,33.65,17.38,0,3.38,100,2.47,11.73,9.04,7.41,7.69,5.14,5.61,72.63,11.3,14.81,11.08,56.62,725.95,35.77,458.73,7.61,98,0,3.38,"51","540","000402","1"
"515400004024","Block Group 4, Census Tract 4.02, Charlottesville city, Virginia","2019",1033,77.93,15.1,20.23,13.95,0,1.16,0,1.16,0,1.16,0,1.16,1.84,3.06,254,48696,23548,40387,11961,16,26,594,124,50.2,28.7,65.2,14.6,2.7,4.3,78.82,13.03,41.71,12.16,12.09,7.12,0,1.57,95.55,4.95,18.3,8.08,8.13,6.18,1.36,2.1,71.06,13.51,17.23,7.32,89.94,615.06,8.11,55.86,1.95,13.96,0,1.8,"51","540","000402","4"
"515400003022","Block Group 2, Census Tract 3.02, Charlottesville city, Virginia","2019",1167,60.75,4.14,34.1,12.81,0.6,1.02,0.43,0.68,0,1.03,1.97,3.15,2.14,2.45,225,75694,22944,32500,11368,98,86,604,99,42.5,18.7,57.7,11.3,16.2,14,95.76,8.51,39.06,8.27,20.16,8.53,0,1.7,88.43,7.84,28.36,12.91,22.28,8.98,2.91,3.29,59.38,13.55,12.6,4.95,67.04,488.72,28.32,206.33,4.16,30.66,0.48,3.58,"51","540","000302","2"
"515400009002","Block Group 2, Census Tract 9, Charlottesville city, Virginia","2019",869,88.49,25.66,7.83,5.64,2.07,3.19,0,1.38,0,1.38,1.61,2.39,0,1.38,179,95026,23556,52750,11620,0,12,359,66,12.4,23.2,68.5,13.8,0,3.3,98.45,12.05,61.92,14.21,31.45,10.48,5.57,5.75,96.2,3.84,9.09,6.49,15.65,6.97,2.76,3.62,57.77,11.65,22.21,7.76,70.08,640.25,18.47,169.06,8.63,79.31,2.81,25.98,"51","540","000900","2"
"515400006001","Block Group 1, Census Tract 6, Charlottesville city, Virginia","2019",2001,56.47,6.87,8.75,6.1,25.29,6.68,0,0.6,0,0.6,5.4,4.16,4.1,2.1,311,22447,6637,6622,4423,141,80,783,129,59.2,14.3,10,6.1,18,9.8,99.21,9.77,83.83,14.48,52.86,14.9,7.11,4.58,94.75,3.57,3.25,3.63,2.95,3.57,71.71,9.86,22.34,5.23,3,3.05,74.41,471,13.35,84.67,5.29,33.9,6.95,44.29,"51","540","000600","1"
"510030110003","Block Group 3, Census Tract 110, Albemarle County, Virginia","2019",1421,87.61,9.47,0,0.84,10.06,8.74,0,0.84,0,0.84,1.69,2.01,0.63,1.05,306,152917,32682,72000,14484,64,71,592,88,29.6,53.4,89.8,8.2,10.8,11.9,100,9.68,86.78,10.78,57.48,11.68,0,1.9,99.65,1.14,3.03,3.35,29.06,7.7,1.76,2.27,52.01,4.41,16.26,5.26,46.69,390.83,47.98,401.41,2.94,25.11,2.39,20.34,"51","003","011000","3"
"510030106021","Block Group 1, Census Tract 106.02, Albemarle County, Virginia","2019",2504,80.35,6.75,11.98,6.96,1.6,1.54,0,0.48,0,0.48,4.15,4.56,1.92,2.3,341,91375,21081,44552,15977,122,79,1159,105,40.1,14.5,67,7.7,10.5,6.7,95.16,7.04,59.12,7.86,28.74,4.99,0,0.97,93.69,3.85,7.23,4.08,24.4,5.06,2.24,1.75,52,5.33,21.05,4.16,73.86,296.05,18.31,73.6,3.61,14.72,4.23,17.72,"51","003","010602","1"
"511259503003","Block Group 3, Census Tract 9503, Nelson County, Virginia","2019",938,94.78,37.12,0,1.28,1.49,2.96,0,1.28,0,1.28,1.71,2.51,2.03,3.8,261,62941,24028,33100,11891,270,97,618,112,20.6,20.9,63.8,17.1,43.7,13.6,78.27,15.05,27.19,13.37,12.81,12.58,4.75,5.7,92.75,6.06,22.07,7.86,18.44,7.36,7.46,5.55,44.35,4.85,29.74,6.79,42.59,522.3,17.25,212.1,32.61,400.76,7.55,92.98,"51","125","950300","3"
"511259503004","Block Group 4, Census Tract 9503, Nelson County, Virginia","2019",1416,48.31,13.25,45.83,12.15,0,0.85,0,0.85,0,0.85,2.4,3.56,3.46,5.17,323,78833,24194,36620,13106,133,83,685,151,13.8,22.6,77.7,8.3,19.4,11.3,91.01,9.19,23.07,9.55,7.72,5.56,1.68,2.9,81.71,10.2,12.22,5.55,20.62,6.26,1.62,2.31,53.04,8.29,17.51,4.78,52.28,362.05,18.69,129.78,27.2,188.83,1.82,12.93,"51","125","950300","4"
"510030111001","Block Group 1, Census Tract 111, Albemarle County, Virginia","2019",1472,97.15,8.42,1.77,2.4,0.82,1.55,0,0.82,0,0.82,0.14,0.27,0.14,0.27,385,85078,24390,56000,18100,73,82,702,133,44.1,33.1,78.4,10.8,10.4,11.5,93.93,29.09,70.81,8.68,34.27,8.95,2.19,3.42,98.3,2.74,7.68,4.49,22.15,7.59,2.92,3.15,46.26,4.34,26.97,6.23,19.78,162.24,61.15,500.68,12.77,105.19,6.29,52.42,"51","003","011100","1"
"515400002023","Block Group 3, Census Tract 2.02, Charlottesville city, Virginia","2019",1773,71.18,11.5,3.89,2.19,13.71,3.59,0,0.68,0,0.68,1.35,1.21,9.87,3.72,341,NA,NA,4566,984,28,36,318,83,68.3,17,0,4.1,8.8,11.1,100,24.5,57.66,31.28,23.36,22.94,7.63,5.3,94.13,2.91,2.71,2.51,0.23,0.81,92.05,6.12,6.37,3.57,1.35,1.44,74.18,524.91,18.04,127.9,6.69,47.68,1.09,7.92,"51","540","000202","3"
"511259502001","Block Group 1, Census Tract 9502, Nelson County, Virginia","2019",776,96.52,57.91,0,1.55,0,1.55,0,1.55,0,1.55,0,1.55,3.48,5.47,331,67593,17328,34435,19026,1925,214,2307,191,64.5,52.1,80.1,14.9,83.4,6.2,91.61,6.19,61.8,22.88,20.81,20.43,6.43,8.78,97.42,4.02,18.43,9.44,14.43,9.71,2.58,4.02,27.06,6.57,53.99,2.61,5.08,117.8,34.01,785.69,25.38,586.72,35.53,821.51,"51","125","950200","1"
"511259501001","Block Group 1, Census Tract 9501, Nelson County, Virginia","2019",1675,74.57,31.87,13.13,7.89,0,0.72,0,0.72,0,0.72,0,0.72,12.3,14.27,507,51296,18535,26509,3757,186,116,800,195,16.2,18.1,69.9,8.8,23.2,13.3,79.56,11.99,6.02,6.11,2.8,4.58,0,1.8,93.73,5.96,38.81,14.19,30.57,4.81,11.88,6.84,41.67,17.79,14.69,5.67,19.4,133.48,29.47,202.3,47.52,326.21,3.61,25.01,"51","125","950100","1"
"511259502004","Block Group 4, Census Tract 9502, Nelson County, Virginia","2019",1341,94.56,9.29,0.97,1.48,0,0.89,0,0.89,0,0.89,3.06,3.23,1.42,2.52,264,73200,40608,32224,7993,94,72,704,133,18.3,28.9,76.7,13.1,13.4,9.9,88.05,14.61,35.85,10.66,9.43,5.42,2.16,3.44,93.96,5.24,11.33,6.69,15.51,8.01,4.62,4.27,54.29,9.65,21.33,8.19,27.43,166.59,34.62,210.07,35.69,217.3,2.26,14.24,"51","125","950200","4"
"510030109022","Block Group 2, Census Tract 109.02, Albemarle County, Virginia","2019",1579,59.53,11.2,8.42,4.15,18.24,2.25,0.19,0.44,0,0.76,5.51,3.4,8.11,3.35,565,NA,NA,2499,NA,0,12,0,12,NA,NA,NA,NA,NA,NA,100,181.27,100,180.55,79.73,155.14,15.16,20.89,95.44,4.75,4.18,4.31,0.89,1.28,94.43,41.42,4.69,5.05,0,0.76,73.42,1408.98,26.58,510.33,0,7.16,0,5.06,"51","003","010902","2"
"510030112013","Block Group 3, Census Tract 112.01, Albemarle County, Virginia","2019",1899,84.99,7.84,5.74,8.58,0,0.63,0,0.63,0.63,1.13,2.9,2.69,5.74,6.13,328,87738,13422,40531,7349,167,95,873,104,33.8,29.4,78.6,9.6,19.1,10.6,93.55,8.87,53.07,10.22,20.12,6.23,0,1.18,94,4.11,7.48,4.89,26.54,6.38,5.69,3.14,47.18,6.1,18.06,4.16,16.8,87.12,63.56,328.51,18.96,98.33,0.68,3.73,"51","003","011201","3"
"510030102021","Block Group 1, Census Tract 102.02, Albemarle County, Virginia","2019",1113,91.46,4.28,2.25,3.57,3.32,4.63,0,1.08,1.8,2.63,0,1.08,1.17,1.96,209,124655,16118,64280,10922,117,74,583,79,41,68.7,91.6,5.2,20.1,12.4,100,7.54,70.34,8.86,44.67,9.1,0,1.9,99.01,1.93,3.95,3.44,17.16,6.18,6.2,5.7,45.1,5.69,24.89,5.57,57.42,455.98,40.49,321.56,0,2.96,2.09,16.91,"51","003","010202","1"
"510030106013","Block Group 3, Census Tract 106.01, Albemarle County, Virginia","2019",1833,70.27,2.37,15.22,11.06,7.15,5.41,0,0.65,0,0.65,0.76,1.19,6.6,7.49,333,40455,7411,29620,5342,121,101,1155,153,59.1,16.4,23.8,6.8,10.5,8.6,89.29,7,46.31,7.76,22.46,6.94,2.94,3.22,94.05,5.39,12.88,5.94,8.78,5.32,12.77,6.86,40.43,7.85,37.75,6.41,67.02,401.18,23,138.01,1.84,11.51,8.15,49.8,"51","003","010601","3"
"510030102012","Block Group 2, Census Tract 102.01, Albemarle County, Virginia","2019",1795,93.48,0.92,0.17,0.16,1.06,1.16,0.39,0.61,0.95,1.85,1.73,1.76,2.23,2.54,299,86016,10963,46875,15427,56,60,760,103,18.2,192.8,98.4,2.5,7.4,7.8,99.15,7.16,64.92,7.84,28.46,9,5.96,3.53,99.16,1.38,4.96,2.82,23.9,4.4,3.68,2.22,46.74,4.09,24.46,4.79,27.54,167.68,58.42,355.61,8.96,54.93,5.08,31.08,"51","003","010201","2"
"510030104013","Block Group 3, Census Tract 104.01, Albemarle County, Virginia","2019",1124,72.69,8.73,25.09,12.06,0,1.07,1.6,2.56,0,1.07,0.62,0.88,0,1.07,227,57946,13778,38245,14010,124,67,649,101,15.3,21.5,70.1,8.1,19.1,9.9,84.97,9.77,28.59,7.74,11.62,6.45,7.79,6.3,91.28,6.54,12.81,5.73,14.41,5.31,7.47,4.81,49.91,8.66,26.6,6.2,40.73,400.24,38.36,376.3,16.16,158.79,4.74,46.75,"51","003","010401","3"
"510650201022","Block Group 2, Census Tract 201.02, Fluvanna County, Virginia","2019",2685,81.08,3.47,7.45,8.03,0.52,0.89,0,0.45,1.12,1.83,3.8,2.53,6.03,6.67,434,73365,13358,39352,9476,131,84,1338,144,50.9,41.7,86,4.2,9.8,6.2,97.24,7.2,47.19,8.61,21.3,7.25,1.55,2.52,90.61,5.31,7.08,3.78,9.87,3.61,6.55,3.66,35.61,4.59,43.5,2.97,22.14,131.59,42.71,253.48,25.91,154.05,9.24,55.15,"51","065","020102","2"
"510650201012","Block Group 2, Census Tract 201.01, Fluvanna County, Virginia","2019",2325,66.37,4.2,22.88,3.43,0.17,0.34,0.86,0.81,0.6,1.11,6.37,5.56,2.75,1.63,337,72411,13998,27552,11914,75,60,459,101,44.4,60,88.3,8.3,16.3,12.6,77.59,6.26,16.14,5.64,7.25,4.52,1.05,1.9,96.3,2.57,8.13,6.2,13.55,4.37,7.57,2.69,69.89,13.78,8.99,3.18,13.94,118.15,49.07,415.44,25.65,217.16,11.34,96.71,"51","065","020101","2"
"510030103005","Block Group 5, Census Tract 103, Albemarle County, Virginia","2019",2067,77.94,4.35,5.13,6.69,6.24,6.74,0,0.58,2.42,3.93,2.27,2.07,6,5.96,434,76250,28377,59491,11771,84,90,862,113,37.5,17.1,57.2,8.1,9.7,10.4,97.93,4.41,66.64,7.82,27.59,8.12,1.9,2.92,99.13,1.26,11.42,8.3,31.2,7.62,3.39,3.22,41.75,2.82,23.66,6.41,52.94,322.64,34.89,212.76,6.28,38.63,5.88,36.22,"51","003","010300","5"
"510790301021","Block Group 1, Census Tract 301.02, Greene County, Virginia","2019",1832,99.51,1.57,0.22,0.32,0,0.66,0,0.66,0,0.66,0,0.66,0.27,0.38,410,60793,26743,24502,6937,34,55,774,149,5.9,13.1,65.8,9.1,4.4,7.1,70.54,9.34,16.52,9.37,6.32,6.77,3.67,3.97,86.24,8.81,22.6,10.29,19.98,7.7,6.66,4.45,55.73,2.48,16.16,6.29,26.62,143.13,22.61,121.79,44.05,236.45,6.71,36.46,"51","079","030102","1"
"510790301022","Block Group 2, Census Tract 301.02, Greene County, Virginia","2019",596,75.34,16.68,8.39,12.79,0,2.01,2.01,3.29,0,2.01,14.26,19.41,0,2.01,196,91411,33611,45000,20400,55,83,274,97,NA,NA,100,43.3,20.1,29.4,96.5,22.95,43.69,20.24,18.46,17.81,0,3.23,94.8,6.1,7.21,6.97,17.28,7.78,10.91,9.59,57.89,10.22,12.42,8.41,15.59,191.24,39.25,480.37,35.75,437.48,9.41,115.5,"51","079","030102","2"
"510650202002","Block Group 2, Census Tract 202, Fluvanna County, Virginia","2019",782,76.34,5.92,20.97,18.85,0,1.53,0,1.53,0,1.53,1.79,3.27,0.9,1.63,271,57330,46342,32230,14897,85,88,434,133,0,58.5,88.3,15.1,19.6,19.4,94.3,44.81,24.84,7.82,4.75,4.58,1.59,2.52,95.01,4.66,17.9,11.44,15.09,8.28,4.09,6.17,52.69,4,28.13,9.75,17.94,240.63,55.59,744.33,14.41,193.13,12.06,161.58,"51","065","020200","2"
"510030110005","Block Group 5, Census Tract 110, Albemarle County, Virginia","2019",1042,94.05,26.89,0,1.15,2.78,3.11,0,1.15,0,1.15,1.92,3.05,1.25,2.1,214,132583,56186,53125,34876,14,20,359,54,0,150,95.4,8.9,3.9,5.5,100,11.34,72.21,11.86,37.14,11.04,3.27,5.47,100,1.15,3.36,4.04,30.23,8.01,0,1.15,38.2,8.27,30.42,8.01,35.69,547.03,53.54,820.18,10.77,165.27,0,4.04,"51","003","011000","5"
"510030101003","Block Group 3, Census Tract 101, Albemarle County, Virginia","2019",1827,89.38,8.49,6.68,7.81,1.97,2.26,0,0.66,0,0.66,0,0.66,1.97,2.32,382,120625,60222,47288,29130,66,82,791,157,27.7,15.3,72.1,9,8.3,10.2,97.87,9.22,60.03,5.45,22.6,5.62,1.97,3.23,86.48,8.28,1.7,1.99,17.9,7.54,2.41,2.49,56.49,7.42,18.34,6.82,30.72,196.72,54.84,350.29,9.4,60.52,5.05,33.21,"51","003","010100","3"
"510030103003","Block Group 3, Census Tract 103, Albemarle County, Virginia","2019",1741,84.84,15.57,5.17,7.32,6.61,7.25,0,0.69,0,0.69,1.55,1.52,1.84,2.75,583,87729,54321,35729,25169,51,63,632,143,10.4,14.2,67,13.5,8.1,9.8,88.07,15.68,39.53,13.71,23.32,14.49,2.45,3.07,92.59,4.59,22.75,12.4,26.13,11.33,10.8,7.86,51.35,22.22,9.02,4.73,58.37,329.55,21.31,120.01,17.36,98.66,2.96,16.96,"51","003","010300","3"
"510030105002","Block Group 2, Census Tract 105, Albemarle County, Virginia","2019",3409,78.32,9.69,12.61,6.26,4.52,4.16,0.7,0.96,0,0.35,2.96,2.41,0.88,1.05,425,95833,16858,61899,15922,164,106,1896,176,38.7,14.6,43.1,7,8.6,5.5,94.31,9.03,67.43,8.43,30.53,7.61,2.5,2.94,96.71,2.45,4.63,2.68,20.62,5.73,2.02,1.73,47.46,6.73,29.3,4.71,65.69,204.22,27.98,87.38,5.45,17.55,0.88,3.12,"51","003","010500","2"
