"w_geocode","lowwage","midwage","hiwage","alljobs","lowwage_p","midwage_p","higwage_p","White_workers","Black_workers","AI.Na_workers","Asian_workers","NaH.PI_workers","Multi.racial_workers","lessThanHS","HSnoCollege","SomeColl.Associates","Bach.AdvDeg","w_county","countyName"
510790301024006,1,2,2,5,0.2,0.4,0.4,4,0,0,1,0,0,0,3,2,0,"51079","Greene"
510790301024014,2,0,2,4,0.5,0,0.5,4,0,0,0,0,0,1,1,0,2,"51079","Greene"
510790301024015,1,1,0,2,0.5,0.5,0,1,1,0,0,0,0,0,0,0,0,"51079","Greene"
510790301024021,5,6,8,19,0.263157894736842,0.315789473684211,0.421052631578947,18,0,0,0,0,1,1,8,3,2,"51079","Greene"
510790301024034,3,2,1,6,0.5,0.333333333333333,0.166666666666667,6,0,0,0,0,0,0,2,0,1,"51079","Greene"
510790301024039,0,3,2,5,0,0.6,0.4,5,0,0,0,0,0,2,1,1,0,"51079","Greene"
510790301024059,0,2,2,4,0,0.5,0.5,4,0,0,0,0,0,0,2,1,0,"51079","Greene"
510790301024063,4,4,1,9,0.444444444444444,0.444444444444444,0.111111111111111,9,0,0,0,0,0,3,3,0,2,"51079","Greene"
510790302001000,0,3,1,4,0,0.75,0.25,4,0,0,0,0,0,0,1,1,1,"51079","Greene"
510790302001006,20,23,13,56,0.357142857142857,0.410714285714286,0.232142857142857,42,7,0,3,1,3,9,10,12,9,"51079","Greene"
510790302001009,57,32,9,98,0.581632653061224,0.326530612244898,0.0918367346938776,71,23,0,1,0,3,6,13,13,16,"51079","Greene"
510790302001017,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,"51079","Greene"
510790302001032,1,6,2,9,0.111111111111111,0.666666666666667,0.222222222222222,9,0,0,0,0,0,0,5,3,1,"51079","Greene"
510790302001033,0,6,11,17,0,0.352941176470588,0.647058823529412,17,0,0,0,0,0,0,3,5,6,"51079","Greene"
510790302001034,13,33,36,82,0.158536585365854,0.402439024390244,0.439024390243902,72,5,0,1,0,4,15,24,16,10,"51079","Greene"
510790302001041,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,"51079","Greene"
510790302001043,1,4,0,5,0.2,0.8,0,5,0,0,0,0,0,1,2,2,0,"51079","Greene"
510790302001046,8,25,5,38,0.210526315789474,0.657894736842105,0.131578947368421,33,4,0,1,0,0,4,9,4,7,"51079","Greene"
510790302001050,4,16,5,25,0.16,0.64,0.2,20,4,0,0,0,1,2,0,2,0,"51079","Greene"
510790302001051,10,9,2,21,0.476190476190476,0.428571428571429,0.0952380952380952,17,3,0,0,0,1,4,3,5,4,"51079","Greene"
510790302001054,22,20,90,132,0.166666666666667,0.151515151515152,0.681818181818182,122,4,0,4,0,2,14,31,38,41,"51079","Greene"
510790302001057,10,13,2,25,0.4,0.52,0.08,16,8,0,1,0,0,5,5,5,3,"51079","Greene"
510790302001062,2,4,0,6,0.333333333333333,0.666666666666667,0,6,0,0,0,0,0,1,2,1,1,"51079","Greene"
510790302001064,13,7,0,20,0.65,0.35,0,17,1,0,0,0,2,4,5,6,4,"51079","Greene"
510790302002001,2,1,2,5,0.4,0.2,0.4,5,0,0,0,0,0,0,2,2,0,"51079","Greene"
510790302002003,0,3,1,4,0,0.75,0.25,2,0,1,0,0,1,0,2,0,0,"51079","Greene"
510790302002004,3,6,2,11,0.272727272727273,0.545454545454545,0.181818181818182,11,0,0,0,0,0,1,4,1,0,"51079","Greene"
510790302002009,7,4,0,11,0.636363636363636,0.363636363636364,0,9,2,0,0,0,0,0,7,2,1,"51079","Greene"
510790302002010,2,9,2,13,0.153846153846154,0.692307692307692,0.153846153846154,11,2,0,0,0,0,0,3,4,4,"51079","Greene"
510790302002016,2,9,10,21,0.0952380952380952,0.428571428571429,0.476190476190476,18,3,0,0,0,0,0,5,3,7,"51079","Greene"
510790302002024,0,0,3,3,0,0,1,3,0,0,0,0,0,0,0,1,2,"51079","Greene"
510790302002030,7,26,48,81,0.0864197530864197,0.320987654320988,0.592592592592593,71,9,0,1,0,0,9,21,29,18,"51079","Greene"
510790302002038,0,4,2,6,0,0.666666666666667,0.333333333333333,2,4,0,0,0,0,1,1,1,1,"51079","Greene"
510790302002045,1,9,0,10,0.1,0.9,0,9,1,0,0,0,0,2,2,1,1,"51079","Greene"
510790302002051,1,6,2,9,0.111111111111111,0.666666666666667,0.222222222222222,9,0,0,0,0,0,0,5,2,0,"51079","Greene"
510790302002052,2,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,"51079","Greene"
510790302003012,2,4,0,6,0.333333333333333,0.666666666666667,0,6,0,0,0,0,0,1,1,0,2,"51079","Greene"
510790302003032,0,0,2,2,0,0,1,2,0,0,0,0,0,0,0,2,0,"51079","Greene"
510790302003033,0,2,0,2,0,1,0,0,2,0,0,0,0,1,0,1,0,"51079","Greene"
510790302003036,1,6,0,7,0.142857142857143,0.857142857142857,0,6,0,0,0,0,1,2,3,1,0,"51079","Greene"
510790302003039,3,0,0,3,1,0,0,2,0,0,1,0,0,1,0,1,1,"51079","Greene"
510790302003040,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,"51079","Greene"
510790302003043,3,3,1,7,0.428571428571429,0.428571428571429,0.142857142857143,7,0,0,0,0,0,1,3,0,2,"51079","Greene"
510790302003048,0,0,2,2,0,0,1,2,0,0,0,0,0,0,0,1,1,"51079","Greene"
510790302003053,15,18,76,109,0.137614678899083,0.165137614678899,0.697247706422018,95,7,1,4,0,2,8,27,24,30,"51079","Greene"
510790302003056,0,2,25,27,0,0.0740740740740741,0.925925925925926,24,2,0,0,0,1,2,10,5,7,"51079","Greene"
510790302003063,4,10,2,16,0.25,0.625,0.125,16,0,0,0,0,0,3,6,3,1,"51079","Greene"
510790302003069,80,197,27,304,0.263157894736842,0.648026315789474,0.0888157894736842,209,71,0,12,0,12,19,64,61,33,"51079","Greene"
510790302003071,43,24,4,71,0.605633802816901,0.338028169014085,0.0563380281690141,48,19,0,2,0,2,4,19,4,7,"51079","Greene"
510790302003074,3,5,13,21,0.142857142857143,0.238095238095238,0.619047619047619,21,0,0,0,0,0,2,5,3,4,"51079","Greene"
510790302003080,15,10,6,31,0.483870967741935,0.32258064516129,0.193548387096774,24,6,0,1,0,0,3,5,6,4,"51079","Greene"
510790302003085,18,30,10,58,0.310344827586207,0.517241379310345,0.172413793103448,47,7,2,1,0,1,6,19,7,15,"51079","Greene"
510790302004001,63,95,61,219,0.287671232876712,0.4337899543379,0.278538812785388,188,10,1,13,0,7,22,43,51,49,"51079","Greene"
510790302004006,11,18,6,35,0.314285714285714,0.514285714285714,0.171428571428571,29,4,0,1,0,1,8,5,10,7,"51079","Greene"
510790302004008,0,3,0,3,0,1,0,3,0,0,0,0,0,1,0,1,1,"51079","Greene"
510790302004013,19,20,16,55,0.345454545454545,0.363636363636364,0.290909090909091,44,10,0,0,0,1,5,15,16,9,"51079","Greene"
510790302004018,3,3,1,7,0.428571428571429,0.428571428571429,0.142857142857143,7,0,0,0,0,0,0,4,1,1,"51079","Greene"
510790302004026,47,28,7,82,0.573170731707317,0.341463414634146,0.0853658536585366,64,15,0,2,0,1,8,17,14,11,"51079","Greene"
510790302004027,3,9,12,24,0.125,0.375,0.5,20,3,0,0,0,1,3,6,6,4,"51079","Greene"
510790302004028,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,"51079","Greene"
510790302004029,8,28,14,50,0.16,0.56,0.28,45,5,0,0,0,0,5,14,9,9,"51079","Greene"
510790302004031,0,1,2,3,0,0.333333333333333,0.666666666666667,3,0,0,0,0,0,0,2,1,0,"51079","Greene"
510790302004034,7,3,3,13,0.538461538461538,0.230769230769231,0.230769230769231,13,0,0,0,0,0,1,4,4,3,"51079","Greene"
510790302004037,1,2,0,3,0.333333333333333,0.666666666666667,0,3,0,0,0,0,0,0,0,1,1,"51079","Greene"
510790302004043,4,3,1,8,0.5,0.375,0.125,8,0,0,0,0,0,2,3,1,0,"51079","Greene"
510790302004049,6,10,2,18,0.333333333333333,0.555555555555556,0.111111111111111,9,7,1,1,0,0,5,5,4,1,"51079","Greene"
510790302004051,0,4,5,9,0,0.444444444444444,0.555555555555556,8,1,0,0,0,0,0,3,2,2,"51079","Greene"
511099501001008,2,6,0,8,0.25,0.75,0,8,0,0,0,0,0,0,1,1,0,"51109","Louisa"
511099501001010,0,0,3,3,0,0,1,3,0,0,0,0,0,0,2,1,0,"51109","Louisa"
511099501001027,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,"51109","Louisa"
511099501001054,4,6,26,36,0.111111111111111,0.166666666666667,0.722222222222222,33,3,0,0,0,0,9,13,3,6,"51109","Louisa"
511099501001073,4,9,3,16,0.25,0.5625,0.1875,11,0,0,1,0,4,3,2,3,2,"51109","Louisa"
511099501001111,3,7,14,24,0.125,0.291666666666667,0.583333333333333,19,0,0,2,0,3,2,4,10,3,"51109","Louisa"
511099501001113,3,5,0,8,0.375,0.625,0,3,4,0,1,0,0,0,1,2,1,"51109","Louisa"
511099501001119,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,"51109","Louisa"
511099501001134,5,2,2,9,0.555555555555556,0.222222222222222,0.222222222222222,7,2,0,0,0,0,2,0,2,5,"51109","Louisa"
511099501001143,3,1,0,4,0.75,0.25,0,0,4,0,0,0,0,1,1,0,0,"51109","Louisa"
511099501001146,1,5,5,11,0.0909090909090909,0.454545454545455,0.454545454545455,11,0,0,0,0,0,0,3,2,5,"51109","Louisa"
511099501001192,6,4,0,10,0.6,0.4,0,10,0,0,0,0,0,1,3,3,0,"51109","Louisa"
511099501001197,3,0,1,4,0.75,0,0.25,4,0,0,0,0,0,0,1,1,1,"51109","Louisa"
511099501001204,0,4,0,4,0,1,0,2,0,0,2,0,0,1,1,0,2,"51109","Louisa"
511099501001206,2,6,5,13,0.153846153846154,0.461538461538462,0.384615384615385,11,2,0,0,0,0,2,4,2,4,"51109","Louisa"
511099501001215,3,0,0,3,1,0,0,3,0,0,0,0,0,0,0,2,0,"51109","Louisa"
511099501001219,0,3,1,4,0,0.75,0.25,4,0,0,0,0,0,1,2,1,0,"51109","Louisa"
511099501001221,2,0,0,2,1,0,0,0,2,0,0,0,0,1,1,0,0,"51109","Louisa"
511099501001225,0,4,7,11,0,0.363636363636364,0.636363636363636,11,0,0,0,0,0,1,2,2,5,"51109","Louisa"
511099501001231,0,1,2,3,0,0.333333333333333,0.666666666666667,3,0,0,0,0,0,1,0,2,0,"51109","Louisa"
511099501001233,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,"51109","Louisa"
511099501001234,0,1,3,4,0,0.25,0.75,1,3,0,0,0,0,0,1,2,1,"51109","Louisa"
511099501001235,4,8,0,12,0.333333333333333,0.666666666666667,0,12,0,0,0,0,0,1,4,4,1,"51109","Louisa"
511099501001239,4,8,13,25,0.16,0.32,0.52,23,2,0,0,0,0,3,9,5,3,"51109","Louisa"
511099501001246,2,0,0,2,1,0,0,2,0,0,0,0,0,0,2,0,0,"51109","Louisa"
511099501001250,0,2,1,3,0,0.666666666666667,0.333333333333333,3,0,0,0,0,0,0,3,0,0,"51109","Louisa"
511099501002020,0,4,2,6,0,0.666666666666667,0.333333333333333,6,0,0,0,0,0,1,1,2,2,"51109","Louisa"
511099501002025,77,39,4,120,0.641666666666667,0.325,0.0333333333333333,85,28,1,4,0,2,10,18,21,11,"51109","Louisa"
511099501002027,1,1,0,2,0.5,0.5,0,2,0,0,0,0,0,0,1,0,0,"51109","Louisa"
511099501002040,16,16,61,93,0.172043010752688,0.172043010752688,0.655913978494624,73,18,1,0,0,1,13,25,27,21,"51109","Louisa"
511099501002055,0,1,1,2,0,0.5,0.5,2,0,0,0,0,0,0,1,1,0,"51109","Louisa"
511099501002074,1,1,0,2,0.5,0.5,0,2,0,0,0,0,0,0,1,0,1,"51109","Louisa"
511099501002078,3,0,1,4,0.75,0,0.25,4,0,0,0,0,0,0,0,3,1,"51109","Louisa"
511099501002092,34,104,1458,1596,0.0213032581453634,0.0651629072681704,0.913533834586466,1299,254,7,17,1,18,112,399,439,444,"51109","Louisa"
511099501002103,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,"51109","Louisa"
511099501002163,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,"51109","Louisa"
511099501002175,2,6,5,13,0.153846153846154,0.461538461538462,0.384615384615385,10,3,0,0,0,0,2,4,2,2,"51109","Louisa"
511099501002190,0,2,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,"51109","Louisa"
511099501002191,2,0,0,2,1,0,0,2,0,0,0,0,0,2,0,0,0,"51109","Louisa"
511099501002198,0,3,2,5,0,0.6,0.4,5,0,0,0,0,0,1,0,2,2,"51109","Louisa"
511099501002200,14,14,9,37,0.378378378378378,0.378378378378378,0.243243243243243,36,0,1,0,0,0,7,13,8,8,"51109","Louisa"
511099501002205,1,3,10,14,0.0714285714285714,0.214285714285714,0.714285714285714,11,2,0,0,0,1,1,5,4,4,"51109","Louisa"
511099501002223,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,"51109","Louisa"
511099501003000,4,5,1,10,0.4,0.5,0.1,6,4,0,0,0,0,0,3,2,1,"51109","Louisa"
511099501003002,2,1,0,3,0.666666666666667,0.333333333333333,0,3,0,0,0,0,0,1,0,2,0,"51109","Louisa"
511099501003005,2,3,0,5,0.4,0.6,0,4,1,0,0,0,0,0,1,1,1,"51109","Louisa"
511099501003008,1,2,0,3,0.333333333333333,0.666666666666667,0,3,0,0,0,0,0,2,1,0,0,"51109","Louisa"
511099501003011,16,9,3,28,0.571428571428571,0.321428571428571,0.107142857142857,25,2,0,1,0,0,2,6,9,6,"51109","Louisa"
511099501003012,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,"51109","Louisa"
511099501003014,2,1,0,3,0.666666666666667,0.333333333333333,0,0,3,0,0,0,0,0,1,1,0,"51109","Louisa"
511099501003015,0,2,0,2,0,1,0,1,1,0,0,0,0,1,1,0,0,"51109","Louisa"
511099501003035,0,0,2,2,0,0,1,2,0,0,0,0,0,0,1,1,0,"51109","Louisa"
511099501004000,0,3,0,3,0,1,0,3,0,0,0,0,0,1,0,1,1,"51109","Louisa"
511099501004029,5,35,12,52,0.0961538461538462,0.673076923076923,0.230769230769231,30,13,6,0,1,2,6,16,11,7,"51109","Louisa"
511099501004030,0,2,0,2,0,1,0,0,2,0,0,0,0,2,0,0,0,"51109","Louisa"
511099501004034,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,"51109","Louisa"
511099501004039,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,"51109","Louisa"
511099501004063,4,0,0,4,1,0,0,1,3,0,0,0,0,0,1,3,0,"51109","Louisa"
511099501004080,4,0,0,4,1,0,0,4,0,0,0,0,0,1,0,2,1,"51109","Louisa"
511099501004085,3,2,1,6,0.5,0.333333333333333,0.166666666666667,6,0,0,0,0,0,0,3,0,0,"51109","Louisa"
511099502011012,1,2,1,4,0.25,0.5,0.25,4,0,0,0,0,0,0,1,2,1,"51109","Louisa"
511099502011013,0,6,4,10,0,0.6,0.4,10,0,0,0,0,0,1,5,2,1,"51109","Louisa"
511099502011020,1,2,0,3,0.333333333333333,0.666666666666667,0,2,1,0,0,0,0,0,2,1,0,"51109","Louisa"
511099502011035,2,2,1,5,0.4,0.4,0.2,5,0,0,0,0,0,0,2,0,2,"51109","Louisa"
511099502011041,3,2,0,5,0.6,0.4,0,1,4,0,0,0,0,0,3,2,0,"51109","Louisa"
511099502011046,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,"51109","Louisa"
511099502011050,7,12,5,24,0.291666666666667,0.5,0.208333333333333,23,0,1,0,0,0,5,2,3,1,"51109","Louisa"
511099502011055,3,2,0,5,0.6,0.4,0,4,1,0,0,0,0,2,0,2,0,"51109","Louisa"
511099502011065,0,2,0,2,0,1,0,2,0,0,0,0,0,0,0,2,0,"51109","Louisa"
511099502011067,5,6,0,11,0.454545454545455,0.545454545454545,0,2,9,0,0,0,0,2,6,1,2,"51109","Louisa"
511099502011069,6,11,9,26,0.230769230769231,0.423076923076923,0.346153846153846,23,3,0,0,0,0,1,11,4,7,"51109","Louisa"
511099502011070,1,5,0,6,0.166666666666667,0.833333333333333,0,6,0,0,0,0,0,2,2,0,0,"51109","Louisa"
511099502011072,1,13,8,22,0.0454545454545455,0.590909090909091,0.363636363636364,21,1,0,0,0,0,0,8,9,3,"51109","Louisa"
511099502011080,10,5,5,20,0.5,0.25,0.25,20,0,0,0,0,0,4,2,3,6,"51109","Louisa"
511099502011082,30,28,15,73,0.410958904109589,0.383561643835616,0.205479452054795,66,4,1,1,0,1,6,18,18,10,"51109","Louisa"
511099502011084,5,11,10,26,0.192307692307692,0.423076923076923,0.384615384615385,24,1,0,0,0,1,1,11,7,3,"51109","Louisa"
511099502011086,52,61,28,141,0.368794326241135,0.432624113475177,0.198581560283688,116,23,0,0,1,1,13,33,33,17,"51109","Louisa"
511099502011087,12,8,0,20,0.6,0.4,0,12,8,0,0,0,0,3,4,2,3,"51109","Louisa"
511099502011088,4,15,19,38,0.105263157894737,0.394736842105263,0.5,30,2,0,4,0,2,1,9,9,12,"51109","Louisa"
511099502011089,9,15,3,27,0.333333333333333,0.555555555555556,0.111111111111111,24,3,0,0,0,0,4,9,7,6,"51109","Louisa"
511099502011090,5,1,2,8,0.625,0.125,0.25,7,1,0,0,0,0,2,1,0,3,"51109","Louisa"
511099502011092,4,14,15,33,0.121212121212121,0.424242424242424,0.454545454545455,27,6,0,0,0,0,4,12,6,6,"51109","Louisa"
511099502012000,0,2,0,2,0,1,0,0,2,0,0,0,0,0,0,2,0,"51109","Louisa"
511099502012001,1,5,11,17,0.0588235294117647,0.294117647058824,0.647058823529412,14,3,0,0,0,0,3,4,1,5,"51109","Louisa"
511099502012003,0,2,0,2,0,1,0,2,0,0,0,0,0,1,1,0,0,"51109","Louisa"
511099502012004,13,5,0,18,0.722222222222222,0.277777777777778,0,15,2,0,0,0,1,1,3,3,0,"51109","Louisa"
511099502012005,0,2,0,2,0,1,0,0,2,0,0,0,0,0,0,2,0,"51109","Louisa"
511099502012007,3,2,2,7,0.428571428571429,0.285714285714286,0.285714285714286,7,0,0,0,0,0,0,1,1,4,"51109","Louisa"
511099502012009,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,"51109","Louisa"
511099502012012,0,3,3,6,0,0.5,0.5,6,0,0,0,0,0,2,0,1,1,"51109","Louisa"
511099502012017,5,15,9,29,0.172413793103448,0.517241379310345,0.310344827586207,25,4,0,0,0,0,1,7,6,4,"51109","Louisa"
511099502012026,1,0,9,10,0.1,0,0.9,8,2,0,0,0,0,1,1,4,4,"51109","Louisa"
511099502012033,4,6,2,12,0.333333333333333,0.5,0.166666666666667,12,0,0,0,0,0,1,1,2,2,"51109","Louisa"
511099502012037,2,0,0,2,1,0,0,2,0,0,0,0,0,1,0,1,0,"51109","Louisa"
511099502012039,2,1,0,3,0.666666666666667,0.333333333333333,0,3,0,0,0,0,0,1,1,1,0,"51109","Louisa"
511099502012042,1,2,4,7,0.142857142857143,0.285714285714286,0.571428571428571,6,0,0,0,0,1,0,5,0,2,"51109","Louisa"
511099502012048,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,"51109","Louisa"
511099502012059,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,"51109","Louisa"
511099502012060,14,7,4,25,0.56,0.28,0.16,15,10,0,0,0,0,3,11,7,3,"51109","Louisa"
511099502013000,51,219,150,420,0.121428571428571,0.521428571428571,0.357142857142857,297,105,1,4,0,13,59,128,108,56,"51109","Louisa"
511099502013005,41,72,62,175,0.234285714285714,0.411428571428571,0.354285714285714,136,36,1,1,0,1,19,39,40,40,"51109","Louisa"
511099502013006,40,24,11,75,0.533333333333333,0.32,0.146666666666667,58,16,1,0,0,0,7,18,22,10,"51109","Louisa"
511099502013007,2,7,3,12,0.166666666666667,0.583333333333333,0.25,9,3,0,0,0,0,2,5,2,0,"51109","Louisa"
511099502013008,16,6,2,24,0.666666666666667,0.25,0.0833333333333333,18,6,0,0,0,0,3,3,3,1,"51109","Louisa"
511099502013009,1,0,2,3,0.333333333333333,0,0.666666666666667,3,0,0,0,0,0,0,0,1,1,"51109","Louisa"
511099502013011,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,"51109","Louisa"
511099502013016,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,"51109","Louisa"
511099502013017,41,94,34,169,0.242603550295858,0.556213017751479,0.201183431952663,115,51,0,3,0,0,10,45,34,25,"51109","Louisa"
511099502013018,4,2,0,6,0.666666666666667,0.333333333333333,0,2,0,0,4,0,0,1,1,0,0,"51109","Louisa"
511099502013019,0,4,22,26,0,0.153846153846154,0.846153846153846,21,5,0,0,0,0,2,10,8,4,"51109","Louisa"
511099502013020,3,9,7,19,0.157894736842105,0.473684210526316,0.368421052631579,19,0,0,0,0,0,1,5,4,6,"51109","Louisa"
511099502013021,90,115,127,332,0.271084337349398,0.346385542168675,0.382530120481928,254,70,2,3,0,3,29,90,84,70,"51109","Louisa"
511099502013023,5,8,1,14,0.357142857142857,0.571428571428571,0.0714285714285714,4,10,0,0,0,0,1,9,2,1,"51109","Louisa"
511099502013026,69,58,36,163,0.423312883435583,0.355828220858896,0.220858895705521,127,31,2,0,0,3,14,34,26,22,"51109","Louisa"
511099502013035,0,2,0,2,0,1,0,0,2,0,0,0,0,2,0,0,0,"51109","Louisa"
511099502013036,0,2,0,2,0,1,0,0,2,0,0,0,0,0,0,1,1,"51109","Louisa"
511099502013058,3,0,1,4,0.75,0,0.25,4,0,0,0,0,0,1,1,1,1,"51109","Louisa"
511099502013059,1,22,55,78,0.0128205128205128,0.282051282051282,0.705128205128205,71,7,0,0,0,0,12,21,19,15,"51109","Louisa"
511099502013063,1,2,4,7,0.142857142857143,0.285714285714286,0.571428571428571,7,0,0,0,0,0,0,1,1,5,"51109","Louisa"
511099502021011,2,7,3,12,0.166666666666667,0.583333333333333,0.25,10,2,0,0,0,0,2,5,2,3,"51109","Louisa"
511099502021021,30,13,6,49,0.612244897959184,0.26530612244898,0.122448979591837,46,3,0,0,0,0,2,11,12,8,"51109","Louisa"
511099502021038,32,32,7,71,0.450704225352113,0.450704225352113,0.0985915492957746,64,2,1,0,0,4,3,10,8,4,"51109","Louisa"
511099502021054,6,3,4,13,0.461538461538462,0.230769230769231,0.307692307692308,13,0,0,0,0,0,0,2,2,3,"51109","Louisa"
511099502021065,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,"51109","Louisa"
511099502021073,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,"51109","Louisa"
511099502021092,0,0,2,2,0,0,1,2,0,0,0,0,0,0,2,0,0,"51109","Louisa"
511099502021103,3,1,0,4,0.75,0.25,0,4,0,0,0,0,0,0,2,1,1,"51109","Louisa"
511099502021123,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,"51109","Louisa"
511099502021126,0,0,2,2,0,0,1,2,0,0,0,0,0,0,0,1,0,"51109","Louisa"
511099502021139,4,4,0,8,0.5,0.5,0,6,2,0,0,0,0,0,2,1,2,"51109","Louisa"
511099502021144,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,"51109","Louisa"
511099502021147,16,12,5,33,0.484848484848485,0.363636363636364,0.151515151515152,31,1,0,0,0,1,2,9,5,3,"51109","Louisa"
511099502021150,0,5,0,5,0,1,0,5,0,0,0,0,0,1,2,1,1,"51109","Louisa"
511099502021154,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,"51109","Louisa"
511099502021156,2,2,5,9,0.222222222222222,0.222222222222222,0.555555555555556,9,0,0,0,0,0,1,4,1,0,"51109","Louisa"
511099502021159,7,11,9,27,0.259259259259259,0.407407407407407,0.333333333333333,14,13,0,0,0,0,7,10,7,2,"51109","Louisa"
511099502021165,2,1,0,3,0.666666666666667,0.333333333333333,0,3,0,0,0,0,0,0,2,0,1,"51109","Louisa"
511099502021170,0,5,2,7,0,0.714285714285714,0.285714285714286,7,0,0,0,0,0,0,3,2,2,"51109","Louisa"
511099502021174,1,3,2,6,0.166666666666667,0.5,0.333333333333333,2,3,0,1,0,0,0,2,1,2,"51109","Louisa"
511099502021177,4,5,3,12,0.333333333333333,0.416666666666667,0.25,12,0,0,0,0,0,2,4,3,1,"51109","Louisa"
511099502021178,6,2,0,8,0.75,0.25,0,4,2,0,2,0,0,0,0,2,1,"51109","Louisa"
511099502021180,14,9,0,23,0.608695652173913,0.391304347826087,0,23,0,0,0,0,0,0,8,6,6,"51109","Louisa"
511099502021187,5,6,4,15,0.333333333333333,0.4,0.266666666666667,13,0,0,2,0,0,3,7,2,2,"51109","Louisa"
511099502021189,2,2,1,5,0.4,0.4,0.2,5,0,0,0,0,0,0,1,2,0,"51109","Louisa"
511099502021226,17,19,0,36,0.472222222222222,0.527777777777778,0,27,0,0,9,0,0,1,4,6,2,"51109","Louisa"
511099502021228,4,14,0,18,0.222222222222222,0.777777777777778,0,17,1,0,0,0,0,2,6,2,8,"51109","Louisa"
511099502022000,3,1,4,8,0.375,0.125,0.5,7,1,0,0,0,0,2,2,2,0,"51109","Louisa"
511099502022002,206,241,430,877,0.234891676168757,0.274800456100342,0.490307867730901,707,156,1,7,0,6,48,226,213,261,"51109","Louisa"
511099502022015,6,4,5,15,0.4,0.266666666666667,0.333333333333333,11,1,0,2,0,1,4,3,1,1,"51109","Louisa"
511099502022016,2,5,3,10,0.2,0.5,0.3,10,0,0,0,0,0,0,5,2,0,"51109","Louisa"
511099502022032,0,1,2,3,0,0.333333333333333,0.666666666666667,3,0,0,0,0,0,0,0,1,2,"51109","Louisa"
511099502022041,1,9,1,11,0.0909090909090909,0.818181818181818,0.0909090909090909,11,0,0,0,0,0,0,4,1,1,"51109","Louisa"
511099502022047,2,3,0,5,0.4,0.6,0,5,0,0,0,0,0,1,3,0,1,"51109","Louisa"
511099502022052,4,0,0,4,1,0,0,4,0,0,0,0,0,1,1,1,1,"51109","Louisa"
511099502022053,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,"51109","Louisa"
511099503001019,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,"51109","Louisa"
511099503001027,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,"51109","Louisa"
511099503001029,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,"51109","Louisa"
511099503001033,3,0,0,3,1,0,0,3,0,0,0,0,0,0,2,1,0,"51109","Louisa"
511099503001037,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,"51109","Louisa"
511099503001050,4,13,1,18,0.222222222222222,0.722222222222222,0.0555555555555556,18,0,0,0,0,0,1,1,2,0,"51109","Louisa"
511099503001056,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,"51109","Louisa"
511099503001059,3,7,0,10,0.3,0.7,0,6,1,0,2,0,1,1,3,5,1,"51109","Louisa"
511099503001069,0,3,4,7,0,0.428571428571429,0.571428571428571,7,0,0,0,0,0,1,2,1,2,"51109","Louisa"
511099503001072,0,1,3,4,0,0.25,0.75,4,0,0,0,0,0,0,1,1,1,"51109","Louisa"
511099503001079,15,75,416,506,0.0296442687747036,0.148221343873518,0.822134387351779,388,101,0,12,1,4,38,181,136,82,"51109","Louisa"
511099503001088,3,0,0,3,1,0,0,3,0,0,0,0,0,1,0,0,2,"51109","Louisa"
511099503001089,0,1,2,3,0,0.333333333333333,0.666666666666667,3,0,0,0,0,0,1,2,0,0,"51109","Louisa"
