"w_geocode","lowwage_jobs","midwage_jobs","higwage_jobs","alljobs","lowwage_p","midwage_p","higwage_p","White_workers","Black_workers","AI_Na_workers","Asian_workers","NaH_PI_workers","Multiracial_workers","lessThanHS_jobs","HSnoCollege_jobs","SomeColl_Associates_jobs","Bach_AdvDeg_jobs","residents","resid_jobs_ratio","w_county","w_tract","w_blkgr","countyName","blocktype"
510010908003060,105,171,65,341,0.30791788856305,0.501466275659824,0.190615835777126,185,151,1,1,0,3,42,91,100,72,1,0.00293255131964809,"51001","51001090800","510010908003","Accomack","employment"
510010908003062,4,0,2,6,0.666666666666667,0,0.333333333333333,6,0,0,0,0,0,0,1,3,1,33,5.5,"51001","51001090800","510010908003","Accomack","residential"
510010908003076,2,0,0,2,1,0,0,0,2,0,0,0,0,1,1,0,0,26,13,"51001","51001090800","510010908003","Accomack","residential"
510010908003078,1,2,0,3,0.333333333333333,0.666666666666667,0,2,1,0,0,0,0,0,0,1,0,14,4.66666666666667,"51001","51001090800","510010908003","Accomack","residential"
510010908003079,51,25,1,77,0.662337662337662,0.324675324675325,0.012987012987013,8,68,0,0,0,1,9,26,33,6,15,0.194805194805195,"51001","51001090800","510010908003","Accomack","mixed"
510019801001008,1,5,14,20,0.05,0.25,0.7,15,2,0,1,0,2,0,6,5,8,3,0.15,"51001","51001980100","510019801001","Accomack","mixed"
510019801001015,6,3,0,9,0.666666666666667,0.333333333333333,0,9,0,0,0,0,0,0,3,4,2,6,0.666666666666667,"51001","51001980100","510019801001","Accomack","mixed"
510019802001021,10,0,4,14,0.714285714285714,0,0.285714285714286,11,2,0,0,0,1,0,3,6,5,NA,NA,"51001","51001980200","510019802001","Accomack",NA
510019802001037,2,1,28,31,0.0645161290322581,0.032258064516129,0.903225806451613,30,1,0,0,0,0,2,5,9,10,NA,NA,"51001","51001980200","510019802001","Accomack",NA
511319301001016,2,45,18,65,0.0307692307692308,0.692307692307692,0.276923076923077,52,5,0,4,0,4,19,15,20,7,NA,NA,"51131","51131930100","511319301001","Northampton",NA
511319301001022,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,8,8,"51131","51131930100","511319301001","Northampton","residential"
511319301001031,1,1,0,2,0.5,0.5,0,2,0,0,0,0,0,0,1,1,0,16,8,"51131","51131930100","511319301001","Northampton","residential"
511319301001036,28,95,27,150,0.186666666666667,0.633333333333333,0.18,105,43,0,1,0,1,33,40,26,13,NA,NA,"51131","51131930100","511319301001","Northampton",NA
511319301001044,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,"51131","51131930100","511319301001","Northampton","mixed"
511319301001085,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,3,3,"51131","51131930100","511319301001","Northampton","residential"
511319301001086,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,3,3,"51131","51131930100","511319301001","Northampton","residential"
511319301001108,0,3,3,6,0,0.5,0.5,6,0,0,0,0,0,1,1,3,1,3,0.5,"51131","51131930100","511319301001","Northampton","mixed"
511319301002005,13,42,16,71,0.183098591549296,0.591549295774648,0.225352112676056,65,6,0,0,0,0,5,13,19,18,NA,NA,"51131","51131930100","511319301002","Northampton",NA
511319301002015,3,10,6,19,0.157894736842105,0.526315789473684,0.315789473684211,10,9,0,0,0,0,0,5,8,4,NA,NA,"51131","51131930100","511319301002","Northampton",NA
511319301002022,20,33,7,60,0.333333333333333,0.55,0.116666666666667,10,49,0,0,0,1,15,22,15,3,41,0.683333333333333,"51131","51131930100","511319301002","Northampton","mixed"
511319301002039,3,2,0,5,0.6,0.4,0,0,5,0,0,0,0,2,2,1,0,44,8.8,"51131","51131930100","511319301002","Northampton","residential"
511319301002042,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,6,6,"51131","51131930100","511319301002","Northampton","residential"
511319301002047,8,79,20,107,0.0747663551401869,0.738317757009346,0.186915887850467,72,20,3,4,1,7,22,33,25,20,NA,NA,"51131","51131930100","511319301002","Northampton",NA
511319301002062,1,1,5,7,0.142857142857143,0.142857142857143,0.714285714285714,7,0,0,0,0,0,0,5,1,0,4,0.571428571428571,"51131","51131930100","511319301002","Northampton","mixed"
511319301002076,3,0,0,3,1,0,0,0,3,0,0,0,0,1,1,1,0,12,4,"51131","51131930100","511319301002","Northampton","residential"
511319301002085,5,42,17,64,0.078125,0.65625,0.265625,40,23,0,0,0,1,9,18,15,13,4,0.0625,"51131","51131930100","511319301002","Northampton","mixed"
511319301002087,2,0,0,2,1,0,0,0,2,0,0,0,0,0,0,2,0,40,20,"51131","51131930100","511319301002","Northampton","residential"
511319301002091,1,2,0,3,0.333333333333333,0.666666666666667,0,0,3,0,0,0,0,0,0,2,1,40,13.3333333333333,"51131","51131930100","511319301002","Northampton","residential"
511319301002098,3,2,3,8,0.375,0.25,0.375,8,0,0,0,0,0,1,1,1,3,5,0.625,"51131","51131930100","511319301002","Northampton","mixed"
511319301002103,4,0,0,4,1,0,0,0,2,0,2,0,0,2,2,0,0,6,1.5,"51131","51131930100","511319301002","Northampton","mixed"
511319301002107,0,2,0,2,0,1,0,1,1,0,0,0,0,1,1,0,0,7,3.5,"51131","51131930100","511319301002","Northampton","residential"
511319301002108,42,93,42,177,0.23728813559322,0.525423728813559,0.23728813559322,79,95,0,2,0,1,27,37,47,36,53,0.299435028248588,"51131","51131930100","511319301002","Northampton","mixed"
511319301002109,0,0,2,2,0,0,1,2,0,0,0,0,0,0,0,1,1,NA,NA,"51131","51131930100","511319301002","Northampton",NA
511319301003003,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2,"51131","51131930100","511319301003","Northampton","residential"
511319301003005,0,4,0,4,0,1,0,0,4,0,0,0,0,1,0,1,0,10,2.5,"51131","51131930100","511319301003","Northampton","residential"
511319301003009,23,24,7,54,0.425925925925926,0.444444444444444,0.12962962962963,31,20,0,3,0,0,10,10,15,6,14,0.259259259259259,"51131","51131930100","511319301003","Northampton","mixed"
511319301003015,5,16,0,21,0.238095238095238,0.761904761904762,0,13,7,0,0,0,1,2,4,6,1,11,0.523809523809524,"51131","51131930100","511319301003","Northampton","mixed"
511319301003020,0,5,1,6,0,0.833333333333333,0.166666666666667,4,2,0,0,0,0,0,2,1,3,5,0.833333333333333,"51131","51131930100","511319301003","Northampton","mixed"
511319301003026,6,3,0,9,0.666666666666667,0.333333333333333,0,7,1,0,1,0,0,1,1,6,1,2,0.222222222222222,"51131","51131930100","511319301003","Northampton","mixed"
511319301003028,2,0,0,2,1,0,0,2,0,0,0,0,0,0,0,2,0,8,4,"51131","51131930100","511319301003","Northampton","residential"
511319301003031,0,4,1,5,0,0.8,0.2,5,0,0,0,0,0,1,2,0,0,NA,NA,"51131","51131930100","511319301003","Northampton",NA
511319301003034,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,4,4,"51131","51131930100","511319301003","Northampton","residential"
511319301003035,4,1,0,5,0.8,0.2,0,3,2,0,0,0,0,2,1,0,1,9,1.8,"51131","51131930100","511319301003","Northampton","mixed"
511319301003036,2,0,0,2,1,0,0,2,0,0,0,0,0,0,1,1,0,8,4,"51131","51131930100","511319301003","Northampton","residential"
511319301003037,5,1,2,8,0.625,0.125,0.25,6,2,0,0,0,0,1,3,1,1,19,2.375,"51131","51131930100","511319301003","Northampton","residential"
511319301003045,24,3,4,31,0.774193548387097,0.0967741935483871,0.129032258064516,23,7,0,0,0,1,6,4,1,3,NA,NA,"51131","51131930100","511319301003","Northampton",NA
511319301003047,7,11,12,30,0.233333333333333,0.366666666666667,0.4,17,11,0,2,0,0,2,12,7,3,NA,NA,"51131","51131930100","511319301003","Northampton",NA
511319301003049,6,13,4,23,0.260869565217391,0.565217391304348,0.173913043478261,16,7,0,0,0,0,5,9,5,3,1,0.0434782608695652,"51131","51131930100","511319301003","Northampton","employment"
511319301003053,2,10,6,18,0.111111111111111,0.555555555555556,0.333333333333333,15,3,0,0,0,0,2,2,5,6,7,0.388888888888889,"51131","51131930100","511319301003","Northampton","mixed"
511319301003057,8,40,43,91,0.0879120879120879,0.43956043956044,0.472527472527473,52,38,1,0,0,0,13,17,25,11,3,0.032967032967033,"51131","51131930100","511319301003","Northampton","employment"
511319301003058,31,19,5,55,0.563636363636364,0.345454545454545,0.0909090909090909,19,36,0,0,0,0,7,10,7,4,NA,NA,"51131","51131930100","511319301003","Northampton",NA
511319301003061,0,4,2,6,0,0.666666666666667,0.333333333333333,5,1,0,0,0,0,1,0,2,2,12,2,"51131","51131930100","511319301003","Northampton","residential"
511319301003063,12,18,4,34,0.352941176470588,0.529411764705882,0.117647058823529,29,5,0,0,0,0,4,6,10,4,11,0.323529411764706,"51131","51131930100","511319301003","Northampton","mixed"
511319301003064,20,21,3,44,0.454545454545455,0.477272727272727,0.0681818181818182,19,23,0,2,0,0,6,13,10,5,NA,NA,"51131","51131930100","511319301003","Northampton",NA
511319301003069,0,1,2,3,0,0.333333333333333,0.666666666666667,3,0,0,0,0,0,0,1,1,1,2,0.666666666666667,"51131","51131930100","511319301003","Northampton","mixed"
511319301004000,28,4,0,32,0.875,0.125,0,11,21,0,0,0,0,2,4,6,0,NA,NA,"51131","51131930100","511319301004","Northampton",NA
511319301004004,5,12,17,34,0.147058823529412,0.352941176470588,0.5,29,1,0,1,1,2,8,9,6,4,3,0.0882352941176471,"51131","51131930100","511319301004","Northampton","mixed"
511319301004006,4,4,0,8,0.5,0.5,0,3,2,0,2,0,1,2,1,1,2,10,1.25,"51131","51131930100","511319301004","Northampton","mixed"
511319301004019,1,3,6,10,0.1,0.3,0.6,4,6,0,0,0,0,1,3,2,3,7,0.7,"51131","51131930100","511319301004","Northampton","mixed"
511319301004035,1,4,0,5,0.2,0.8,0,3,2,0,0,0,0,4,0,1,0,8,1.6,"51131","51131930100","511319301004","Northampton","mixed"
511319301004036,7,7,0,14,0.5,0.5,0,1,13,0,0,0,0,4,3,3,0,105,7.5,"51131","51131930100","511319301004","Northampton","residential"
511319301004048,35,18,0,53,0.660377358490566,0.339622641509434,0,25,23,0,5,0,0,6,14,10,6,5,0.0943396226415094,"51131","51131930100","511319301004","Northampton","mixed"
511319301004051,2,3,0,5,0.4,0.6,0,5,0,0,0,0,0,1,0,0,3,10,2,"51131","51131930100","511319301004","Northampton","residential"
511319301004052,8,8,2,18,0.444444444444444,0.444444444444444,0.111111111111111,18,0,0,0,0,0,1,9,7,1,NA,NA,"51131","51131930100","511319301004","Northampton",NA
511319301004053,13,13,3,29,0.448275862068966,0.448275862068966,0.103448275862069,25,4,0,0,0,0,4,13,9,3,NA,NA,"51131","51131930100","511319301004","Northampton",NA
511319301004083,0,2,0,2,0,1,0,2,0,0,0,0,0,0,1,0,1,4,2,"51131","51131930100","511319301004","Northampton","residential"
511319301004084,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,14,14,"51131","51131930100","511319301004","Northampton","residential"
511319301004088,0,0,2,2,0,0,1,2,0,0,0,0,0,2,0,0,0,7,3.5,"51131","51131930100","511319301004","Northampton","residential"
511319301004095,1,4,0,5,0.2,0.8,0,5,0,0,0,0,0,0,0,0,0,22,4.4,"51131","51131930100","511319301004","Northampton","residential"
511319301004099,7,25,17,49,0.142857142857143,0.510204081632653,0.346938775510204,41,7,1,0,0,0,8,13,11,7,NA,NA,"51131","51131930100","511319301004","Northampton",NA
511319301004122,0,0,2,2,0,0,1,2,0,0,0,0,0,0,0,0,2,3,1.5,"51131","51131930100","511319301004","Northampton","mixed"
511319301004128,3,0,0,3,1,0,0,0,3,0,0,0,0,1,0,0,0,5,1.66666666666667,"51131","51131930100","511319301004","Northampton","mixed"
511319301004138,0,2,0,2,0,1,0,0,2,0,0,0,0,0,2,0,0,1,0.5,"51131","51131930100","511319301004","Northampton","mixed"
511319301004182,6,4,0,10,0.6,0.4,0,8,2,0,0,0,0,2,1,2,2,5,0.5,"51131","51131930100","511319301004","Northampton","mixed"
511319301004189,42,10,2,54,0.777777777777778,0.185185185185185,0.037037037037037,39,14,0,1,0,0,10,9,11,7,NA,NA,"51131","51131930100","511319301004","Northampton",NA
511319301004190,10,13,3,26,0.384615384615385,0.5,0.115384615384615,12,12,0,0,0,2,4,9,2,5,NA,NA,"51131","51131930100","511319301004","Northampton",NA
511319301004196,0,2,0,2,0,1,0,0,2,0,0,0,0,0,2,0,0,20,10,"51131","51131930100","511319301004","Northampton","residential"
511319301004197,1,7,4,12,0.0833333333333333,0.583333333333333,0.333333333333333,12,0,0,0,0,0,2,4,4,1,2,0.166666666666667,"51131","51131930100","511319301004","Northampton","mixed"
511319301004207,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,2,2,"51131","51131930100","511319301004","Northampton","residential"
511319301004237,7,0,0,7,1,0,0,0,7,0,0,0,0,2,2,1,0,NA,NA,"51131","51131930100","511319301004","Northampton",NA
511319302001001,0,13,2,15,0,0.866666666666667,0.133333333333333,7,8,0,0,0,0,3,4,5,1,15,1,"51131","51131930200","511319302001","Northampton","mixed"
511319302001016,1,0,1,2,0.5,0,0.5,1,0,0,1,0,0,0,0,1,0,1,0.5,"51131","51131930200","511319302001","Northampton","mixed"
511319302001024,0,3,1,4,0,0.75,0.25,4,0,0,0,0,0,2,0,1,0,2,0.5,"51131","51131930200","511319302001","Northampton","mixed"
511319302001028,4,5,0,9,0.444444444444444,0.555555555555556,0,6,2,0,0,0,1,1,1,2,2,2,0.222222222222222,"51131","51131930200","511319302001","Northampton","mixed"
511319302001029,0,11,3,14,0,0.785714285714286,0.214285714285714,12,2,0,0,0,0,4,2,1,6,1,0.0714285714285714,"51131","51131930200","511319302001","Northampton","mixed"
511319302001040,8,4,9,21,0.380952380952381,0.19047619047619,0.428571428571429,16,1,0,0,2,2,4,4,4,8,5,0.238095238095238,"51131","51131930200","511319302001","Northampton","mixed"
511319302001043,2,1,0,3,0.666666666666667,0.333333333333333,0,3,0,0,0,0,0,1,0,2,0,NA,NA,"51131","51131930200","511319302001","Northampton",NA
511319302001048,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,"51131","51131930200","511319302001","Northampton","mixed"
511319302001053,1,0,1,2,0.5,0,0.5,2,0,0,0,0,0,1,0,1,0,16,8,"51131","51131930200","511319302001","Northampton","residential"
511319302001059,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,16,16,"51131","51131930200","511319302001","Northampton","residential"
511319302001081,7,2,8,17,0.411764705882353,0.117647058823529,0.470588235294118,15,1,0,0,0,1,2,7,0,5,11,0.647058823529412,"51131","51131930200","511319302001","Northampton","mixed"
511319302001093,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,20,20,"51131","51131930200","511319302001","Northampton","residential"
511319302001096,2,5,0,7,0.285714285714286,0.714285714285714,0,3,4,0,0,0,0,4,1,2,0,5,0.714285714285714,"51131","51131930200","511319302001","Northampton","mixed"
511319302001108,4,3,0,7,0.571428571428571,0.428571428571429,0,2,5,0,0,0,0,1,2,2,0,NA,NA,"51131","51131930200","511319302001","Northampton",NA
511319302001114,2,5,3,10,0.2,0.5,0.3,10,0,0,0,0,0,1,1,3,3,1,0.1,"51131","51131930200","511319302001","Northampton","mixed"
511319302001120,0,3,0,3,0,1,0,0,3,0,0,0,0,0,1,0,0,8,2.66666666666667,"51131","51131930200","511319302001","Northampton","residential"
511319302001121,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,11,11,"51131","51131930200","511319302001","Northampton","residential"
511319302001135,1,4,1,6,0.166666666666667,0.666666666666667,0.166666666666667,6,0,0,0,0,0,1,2,2,0,NA,NA,"51131","51131930200","511319302001","Northampton",NA
511319302002000,2,3,0,5,0.4,0.6,0,5,0,0,0,0,0,0,1,1,1,29,5.8,"51131","51131930200","511319302002","Northampton","residential"
511319302002005,1,1,0,2,0.5,0.5,0,0,2,0,0,0,0,1,1,0,0,16,8,"51131","51131930200","511319302002","Northampton","residential"
511319302002006,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,NA,NA,"51131","51131930200","511319302002","Northampton",NA
511319302002007,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,45,45,"51131","51131930200","511319302002","Northampton","residential"
511319302002023,0,5,7,12,0,0.416666666666667,0.583333333333333,9,2,0,0,1,0,3,1,2,2,14,1.16666666666667,"51131","51131930200","511319302002","Northampton","mixed"
511319302002026,88,167,76,331,0.265861027190332,0.504531722054381,0.229607250755287,215,113,0,3,0,0,27,90,88,81,NA,NA,"51131","51131930200","511319302002","Northampton",NA
511319302002038,2,0,0,2,1,0,0,2,0,0,0,0,0,0,0,1,0,4,2,"51131","51131930200","511319302002","Northampton","residential"
511319302002045,2,1,0,3,0.666666666666667,0.333333333333333,0,3,0,0,0,0,0,0,0,3,0,NA,NA,"51131","51131930200","511319302002","Northampton",NA
511319302002071,8,6,0,14,0.571428571428571,0.428571428571429,0,12,2,0,0,0,0,5,3,3,1,57,4.07142857142857,"51131","51131930200","511319302002","Northampton","residential"
511319302002081,2,0,0,2,1,0,0,2,0,0,0,0,0,0,1,0,1,7,3.5,"51131","51131930200","511319302002","Northampton","residential"
511319302002087,8,15,17,40,0.2,0.375,0.425,23,17,0,0,0,0,2,13,15,6,4,0.1,"51131","51131930200","511319302002","Northampton","mixed"
511319302002088,3,1,4,8,0.375,0.125,0.5,7,1,0,0,0,0,1,1,0,5,NA,NA,"51131","51131930200","511319302002","Northampton",NA
511319302002090,0,2,1,3,0,0.666666666666667,0.333333333333333,2,1,0,0,0,0,0,0,2,1,3,1,"51131","51131930200","511319302002","Northampton","mixed"
511319302003000,1,16,12,29,0.0344827586206897,0.551724137931034,0.413793103448276,16,13,0,0,0,0,4,9,11,2,NA,NA,"51131","51131930200","511319302003","Northampton",NA
511319302003001,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,34,34,"51131","51131930200","511319302003","Northampton","residential"
511319302003006,16,6,0,22,0.727272727272727,0.272727272727273,0,12,9,0,1,0,0,5,4,6,4,38,1.72727272727273,"51131","51131930200","511319302003","Northampton","mixed"
511319302003007,3,0,3,6,0.5,0,0.5,6,0,0,0,0,0,0,2,1,3,NA,NA,"51131","51131930200","511319302003","Northampton",NA
511319302003013,0,0,3,3,0,0,1,3,0,0,0,0,0,0,2,1,0,1,0.333333333333333,"51131","51131930200","511319302003","Northampton","mixed"
511319302003022,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,7,7,"51131","51131930200","511319302003","Northampton","residential"
511319302003025,2,6,8,16,0.125,0.375,0.5,16,0,0,0,0,0,1,5,4,3,9,0.5625,"51131","51131930200","511319302003","Northampton","mixed"
511319302003026,33,46,55,134,0.246268656716418,0.343283582089552,0.41044776119403,91,43,0,0,0,0,17,40,26,35,63,0.470149253731343,"51131","51131930200","511319302003","Northampton","mixed"
511319302003028,6,14,10,30,0.2,0.466666666666667,0.333333333333333,19,11,0,0,0,0,1,7,8,10,11,0.366666666666667,"51131","51131930200","511319302003","Northampton","mixed"
511319302003035,0,3,3,6,0,0.5,0.5,4,2,0,0,0,0,1,2,0,3,15,2.5,"51131","51131930200","511319302003","Northampton","residential"
511319302003043,2,19,2,23,0.0869565217391304,0.826086956521739,0.0869565217391304,19,4,0,0,0,0,9,3,2,0,12,0.521739130434783,"51131","51131930200","511319302003","Northampton","mixed"
511319302003047,0,3,1,4,0,0.75,0.25,4,0,0,0,0,0,1,1,1,0,14,3.5,"51131","51131930200","511319302003","Northampton","residential"
511319302003079,6,15,2,23,0.260869565217391,0.652173913043478,0.0869565217391304,17,5,0,1,0,0,6,9,4,1,13,0.565217391304348,"51131","51131930200","511319302003","Northampton","mixed"
511319302003095,0,9,10,19,0,0.473684210526316,0.526315789473684,8,7,0,4,0,0,4,5,5,2,NA,NA,"51131","51131930200","511319302003","Northampton",NA
511319302003098,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,NA,NA,"51131","51131930200","511319302003","Northampton",NA
511319302003117,16,4,1,21,0.761904761904762,0.19047619047619,0.0476190476190476,16,4,0,0,0,1,6,4,1,7,3,0.142857142857143,"51131","51131930200","511319302003","Northampton","mixed"
511319302004005,2,0,0,2,1,0,0,0,2,0,0,0,0,0,2,0,0,2,1,"51131","51131930200","511319302004","Northampton","mixed"
511319302004018,1,1,0,2,0.5,0.5,0,2,0,0,0,0,0,1,1,0,0,NA,NA,"51131","51131930200","511319302004","Northampton",NA
511319302004019,0,2,0,2,0,1,0,2,0,0,0,0,0,0,0,1,1,6,3,"51131","51131930200","511319302004","Northampton","residential"
511319302004022,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,7,7,"51131","51131930200","511319302004","Northampton","residential"
511319302004025,1,2,0,3,0.333333333333333,0.666666666666667,0,2,1,0,0,0,0,1,1,1,0,7,2.33333333333333,"51131","51131930200","511319302004","Northampton","residential"
511319302004026,1,1,0,2,0.5,0.5,0,0,2,0,0,0,0,1,1,0,0,11,5.5,"51131","51131930200","511319302004","Northampton","residential"
511319302004040,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,14,14,"51131","51131930200","511319302004","Northampton","residential"
511319302004041,0,2,0,2,0,1,0,1,1,0,0,0,0,0,1,0,0,NA,NA,"51131","51131930200","511319302004","Northampton",NA
511319302004059,4,0,0,4,1,0,0,2,2,0,0,0,0,0,2,1,1,29,7.25,"51131","51131930200","511319302004","Northampton","residential"
511319302004069,8,1,6,15,0.533333333333333,0.0666666666666667,0.4,15,0,0,0,0,0,1,5,5,2,4,0.266666666666667,"51131","51131930200","511319302004","Northampton","mixed"
511319302004076,4,1,1,6,0.666666666666667,0.166666666666667,0.166666666666667,5,1,0,0,0,0,0,1,1,1,NA,NA,"51131","51131930200","511319302004","Northampton",NA
511319302004119,5,3,6,14,0.357142857142857,0.214285714285714,0.428571428571429,14,0,0,0,0,0,0,2,5,3,3,0.214285714285714,"51131","51131930200","511319302004","Northampton","mixed"
511319302004146,0,1,2,3,0,0.333333333333333,0.666666666666667,0,3,0,0,0,0,1,2,0,0,9,3,"51131","51131930200","511319302004","Northampton","residential"
511319302004154,0,2,0,2,0,1,0,2,0,0,0,0,0,0,2,0,0,23,11.5,"51131","51131930200","511319302004","Northampton","residential"
511319302004175,1,16,11,28,0.0357142857142857,0.571428571428571,0.392857142857143,21,6,0,1,0,0,4,13,5,3,1,0.0357142857142857,"51131","51131930200","511319302004","Northampton","employment"
511319302004181,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,11,11,"51131","51131930200","511319302004","Northampton","residential"
511319302004199,6,10,8,24,0.25,0.416666666666667,0.333333333333333,13,11,0,0,0,0,1,12,6,5,1,0.0416666666666667,"51131","51131930200","511319302004","Northampton","employment"
511319302004220,4,2,0,6,0.666666666666667,0.333333333333333,0,4,2,0,0,0,0,3,1,1,0,NA,NA,"51131","51131930200","511319302004","Northampton",NA
511319302004235,12,5,1,18,0.666666666666667,0.277777777777778,0.0555555555555556,10,6,0,2,0,0,2,5,1,1,NA,NA,"51131","51131930200","511319302004","Northampton",NA
511319303001000,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,12,12,"51131","51131930300","511319303001","Northampton","residential"
511319303001026,1,2,0,3,0.333333333333333,0.666666666666667,0,0,3,0,0,0,0,1,0,1,1,11,3.66666666666667,"51131","51131930300","511319303001","Northampton","residential"
511319303001028,3,0,0,3,1,0,0,2,1,0,0,0,0,0,3,0,0,7,2.33333333333333,"51131","51131930300","511319303001","Northampton","residential"
511319303001031,3,0,0,3,1,0,0,0,0,0,3,0,0,0,0,0,0,NA,NA,"51131","51131930300","511319303001","Northampton",NA
511319303001035,0,3,0,3,0,1,0,3,0,0,0,0,0,1,1,1,0,4,1.33333333333333,"51131","51131930300","511319303001","Northampton","mixed"
511319303001042,2,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,NA,NA,"51131","51131930300","511319303001","Northampton",NA
511319303001044,12,2,2,16,0.75,0.125,0.125,7,9,0,0,0,0,4,4,3,1,50,3.125,"51131","51131930300","511319303001","Northampton","residential"
511319303001052,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,16,16,"51131","51131930300","511319303001","Northampton","residential"
511319303001054,2,0,0,2,1,0,0,0,2,0,0,0,0,0,1,0,1,26,13,"51131","51131930300","511319303001","Northampton","residential"
511319303001061,0,2,0,2,0,1,0,0,2,0,0,0,0,0,0,0,2,6,3,"51131","51131930300","511319303001","Northampton","residential"
511319303001063,6,3,0,9,0.666666666666667,0.333333333333333,0,9,0,0,0,0,0,1,0,0,0,16,1.77777777777778,"51131","51131930300","511319303001","Northampton","mixed"
511319303001064,0,4,2,6,0,0.666666666666667,0.333333333333333,6,0,0,0,0,0,0,1,1,4,16,2.66666666666667,"51131","51131930300","511319303001","Northampton","residential"
511319303001066,7,4,3,14,0.5,0.285714285714286,0.214285714285714,11,3,0,0,0,0,1,3,1,4,6,0.428571428571429,"51131","51131930300","511319303001","Northampton","mixed"
511319303001072,0,3,0,3,0,1,0,3,0,0,0,0,0,0,1,0,2,NA,NA,"51131","51131930300","511319303001","Northampton",NA
511319303001076,0,2,1,3,0,0.666666666666667,0.333333333333333,3,0,0,0,0,0,0,1,1,1,7,2.33333333333333,"51131","51131930300","511319303001","Northampton","residential"
511319303001078,2,7,2,11,0.181818181818182,0.636363636363636,0.181818181818182,6,5,0,0,0,0,1,6,1,3,NA,NA,"51131","51131930300","511319303001","Northampton",NA
511319303001081,1,14,0,15,0.0666666666666667,0.933333333333333,0,12,2,1,0,0,0,1,5,4,1,31,2.06666666666667,"51131","51131930300","511319303001","Northampton","residential"
511319303001083,13,44,14,71,0.183098591549296,0.619718309859155,0.197183098591549,58,12,0,1,0,0,13,15,15,15,18,0.253521126760563,"51131","51131930300","511319303001","Northampton","mixed"
511319303001117,0,2,0,2,0,1,0,1,1,0,0,0,0,0,1,0,0,NA,NA,"51131","51131930300","511319303001","Northampton",NA
511319303001118,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,9,9,"51131","51131930300","511319303001","Northampton","residential"
511319303001120,1,2,0,3,0.333333333333333,0.666666666666667,0,2,0,0,1,0,0,1,0,1,1,19,6.33333333333333,"51131","51131930300","511319303001","Northampton","residential"
511319303001121,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,14,14,"51131","51131930300","511319303001","Northampton","residential"
511319303001129,3,6,2,11,0.272727272727273,0.545454545454545,0.181818181818182,5,6,0,0,0,0,3,1,6,0,10,0.909090909090909,"51131","51131930300","511319303001","Northampton","mixed"
511319303002005,0,1,1,2,0,0.5,0.5,2,0,0,0,0,0,0,0,0,2,18,9,"51131","51131930300","511319303002","Northampton","residential"
511319303002013,3,1,0,4,0.75,0.25,0,2,1,0,0,0,1,0,2,0,2,49,12.25,"51131","51131930300","511319303002","Northampton","residential"
511319303002016,42,27,8,77,0.545454545454545,0.350649350649351,0.103896103896104,61,16,0,0,0,0,9,9,17,6,45,0.584415584415584,"51131","51131930300","511319303002","Northampton","mixed"
511319303002017,3,1,0,4,0.75,0.25,0,4,0,0,0,0,0,0,2,1,0,5,1.25,"51131","51131930300","511319303002","Northampton","mixed"
511319303002021,37,35,13,85,0.435294117647059,0.411764705882353,0.152941176470588,67,15,1,1,0,1,9,9,19,7,15,0.176470588235294,"51131","51131930300","511319303002","Northampton","mixed"
511319303002025,13,19,8,40,0.325,0.475,0.2,31,8,0,1,0,0,6,7,11,11,15,0.375,"51131","51131930300","511319303002","Northampton","mixed"
511319303002026,8,3,0,11,0.727272727272727,0.272727272727273,0,9,2,0,0,0,0,0,0,1,2,1,0.0909090909090909,"51131","51131930300","511319303002","Northampton","mixed"
